id,type,master_id,prompt_tokens,completion_tokens,total_tokens,start_time,end_time,time_taken_in_seconds
960,column_identification,1,1072,114,1186,1756728428.3610024,1756728430.100107,1.7391045093536377
961,rephrase_question,1,0,0,0,1756728430.1505322,1756728430.1507797,0.0002474784851074219
962,intent_identification,1,731,68,799,1756728430.151215,1756728431.9394805,1.7882654666900635
963,column_identification,1,1072,110,1182,1756728431.9402094,1756728433.6993897,1.7591803073883057
964,rephrase_question,1,0,0,0,1756730040.8226693,1756730040.8253849,0.002715587615966797
965,intent_identification,1,730,68,798,1756730040.825992,1756730042.7234693,1.897477149963379
966,column_identification,1,1071,111,1182,1756730042.7246122,1756730044.5640495,1.8394372463226318
967,sql_generation,1,896,101,997,1756730044.5646248,1756730046.3081062,1.7434813976287842
968,sql_execution,1,0,0,0,1756730046.331839,1756730047.0368652,0.7050261497497559
969,rephrase_question,1,0,0,0,1756730047.0878766,1756730047.0881183,0.00024175643920898438
970,intent_identification,1,728,73,801,1756730047.088752,1756730048.5571206,1.4683685302734375
971,column_identification,1,1074,112,1186,1756730048.5577605,1756730050.2923923,1.7346317768096924
972,sql_generation,1,900,95,995,1756730050.2931492,1756730051.9361396,1.6429903507232666
973,sql_execution,1,0,0,0,1756730051.9367285,1756730052.0331836,0.09645509719848633
974,rephrase_question,1,0,0,0,1756730052.0804536,1756730052.0807023,0.0002486705780029297
975,intent_identification,1,731,72,803,1756730052.0812235,1756730053.4229863,1.3417627811431885
976,column_identification,1,1076,111,1187,1756730053.4238796,1756730055.1583328,1.7344532012939453
977,sql_generation,1,901,117,1018,1756730055.1590877,1756730056.9579551,1.7988674640655518
978,sql_execution,1,0,0,0,1756730056.958726,1756730057.0330138,0.07428789138793945
979,rephrase_question,1,0,0,0,1756730253.8784056,1756730253.8803952,0.001989603042602539
980,intent_identification,1,724,53,777,1756730253.8809948,1756730255.3556633,1.4746685028076172
981,column_identification,1,1042,80,1122,1756730255.3562133,1756730256.8348572,1.4786438941955566
982,sql_generation,1,841,38,879,1756730256.8355064,1756730258.3703215,1.5348150730133057
983,sql_execution,1,0,0,0,1756730258.3711386,1756730259.347338,0.9761993885040283
984,rephrase_question,1,0,0,0,1756730259.411709,1756730259.4119244,0.00021529197692871094
985,intent_identification,1,724,5,729,1756730259.4125047,1756730260.1116142,0.6991095542907715
986,column_identification,1,1007,16,1023,1756730260.1122427,1756730261.441859,1.3296163082122803
987,sql_generation,1,759,17,776,1756730261.4423559,1756730262.1963825,0.7540266513824463
988,sql_execution,1,0,0,0,1756730262.1976118,1756730262.2775173,0.07990550994873047
989,rephrase_question,1,0,0,0,1756730570.7268457,1756730570.7287133,0.001867532730102539
990,intent_identification,1,724,13,737,1756730570.7291956,1756730572.1261718,1.3969762325286865
991,column_identification,1,1015,16,1031,1756730572.1269898,1756730573.0423517,0.9153618812561035
992,sql_generation,1,767,6,773,1756730573.042642,1756730573.9635944,0.920952320098877
993,sql_execution,1,0,0,0,1756730573.9646957,1756730574.3894343,0.42473864555358887
994,rephrase_question,1,0,0,0,1756730574.4419212,1756730574.4420917,0.0001704692840576172
995,intent_identification,1,724,16,740,1756730574.4427142,1756730575.2004066,0.7576923370361328
996,column_identification,1,1015,16,1031,1756730575.2012265,1756730576.419723,1.218496561050415
997,sql_generation,1,767,17,784,1756730576.4204252,1756730577.1027246,0.6822993755340576
998,sql_execution,1,0,0,0,1756730577.1035922,1756730577.1825645,0.07897233963012695
999,rephrase_question,1,0,0,0,1756730577.2325964,1756730577.2327714,0.00017499923706054688
1000,intent_identification,1,724,16,740,1756730577.2332513,1756730578.2460601,1.0128087997436523
1001,column_identification,1,1015,16,1031,1756730578.246708,1756730579.2885723,1.0418643951416016
1002,sql_generation,1,767,17,784,1756730579.2893014,1756730580.1093314,0.8200299739837646
1003,sql_execution,1,0,0,0,1756730580.1101034,1756730580.1917694,0.0816659927368164
1004,rephrase_question,1,0,0,0,1756730580.2576287,1756730580.2578027,0.00017404556274414062
1005,intent_identification,1,724,16,740,1756730580.2582371,1756730581.088567,0.8303298950195312
1006,column_identification,1,1015,16,1031,1756730581.0896804,1756730582.238396,1.1487154960632324
1007,sql_generation,1,767,6,773,1756730582.239081,1756730582.9738047,0.7347238063812256
1008,sql_execution,1,0,0,0,1756730582.975103,1756730583.0535984,0.07849550247192383
1009,rephrase_question,1,0,0,0,1756730583.108465,1756730583.1090467,0.0005817413330078125
1010,intent_identification,1,724,13,737,1756730583.10964,1756730584.0995002,0.9898602962493896
1011,column_identification,1,1015,16,1031,1756730584.1004362,1756730585.095811,0.9953746795654297
1012,sql_generation,1,767,13,780,1756730585.0964363,1756730586.0905204,0.9940841197967529
1013,sql_execution,1,0,0,0,1756730586.0910444,1756730586.1829076,0.09186315536499023
1014,rephrase_question,1,0,0,0,1756730586.231386,1756730586.23158,0.00019407272338867188
1015,intent_identification,1,723,44,767,1756730586.2321653,1756730587.4793837,1.247218370437622
1016,column_identification,1,1041,80,1121,1756730587.4803674,1756730588.972103,1.4917356967926025
1017,sql_generation,1,840,38,878,1756730588.9741516,1756730590.2594316,1.2852799892425537
1018,sql_execution,1,0,0,0,1756730590.26041,1756730591.4062827,1.1458725929260254
1019,rephrase_question,1,0,0,0,1756730630.6958742,1756730630.696008,0.00013375282287597656
1020,intent_identification,1,724,44,768,1756730630.6963072,1756730632.4300294,1.73372220993042
1021,column_identification,1,1042,80,1122,1756730632.4306538,1756730633.8659446,1.435290813446045
1022,sql_generation,1,841,38,879,1756730633.8667748,1756730635.1968873,1.3301124572753906
1023,sql_execution,1,0,0,0,1756730635.19769,1756730635.9359853,0.738295316696167
1024,rephrase_question,1,0,0,0,1756730635.994774,1756730635.9949553,0.0001811981201171875
1025,intent_identification,1,724,16,740,1756730635.9953816,1756730636.732395,0.7370133399963379
1026,column_identification,1,1014,16,1030,1756730636.7334123,1756730637.9605289,1.227116584777832
1027,sql_generation,1,766,18,784,1756730637.960874,1756730638.6773493,0.716475248336792
1028,sql_execution,1,0,0,0,1756730638.6778026,1756730638.7548997,0.07709717750549316
1029,rephrase_question,1,0,0,0,1756730638.807141,1756730638.807338,0.00019693374633789062
1030,intent_identification,1,724,53,777,1756730638.8078876,1756730640.162056,1.35416841506958
1031,column_identification,1,1042,80,1122,1756730640.1630795,1756730641.6491017,1.4860222339630127
1032,sql_generation,1,841,38,879,1756730641.6498702,1756730642.6465566,0.9966864585876465
1033,sql_execution,1,0,0,0,1756730642.647077,1756730643.3352268,0.6881496906280518
1034,rephrase_question,1,0,0,0,1756730643.3836422,1756730643.383811,0.00016880035400390625
1035,intent_identification,1,724,71,795,1756730643.3842168,1756730644.7198794,1.335662603378296
1036,column_identification,1,1069,167,1236,1756730644.72098,1756730646.972818,2.251837968826294
1037,sql_generation,1,938,147,1085,1756730646.9734359,1756730650.3497534,3.3763175010681152
1038,sql_execution,1,0,0,0,1756730650.350335,1756730650.4259076,0.07557272911071777
1039,rephrase_question,1,0,0,0,1756730650.4766746,1756730650.4769292,0.00025463104248046875
1040,intent_identification,1,724,44,768,1756730650.477529,1756730652.5005417,2.023012638092041
1041,column_identification,1,1042,80,1122,1756730652.501178,1756730653.9338577,1.4326796531677246
1042,sql_generation,1,841,39,880,1756730653.9343514,1756730654.934082,0.9997305870056152
1043,sql_execution,1,0,0,0,1756730654.934842,1756730655.591881,0.6570389270782471
1044,rephrase_question,1,0,0,0,1756805685.10474,1756805685.1060283,0.0012884140014648438
1045,intent_identification,1,749,80,829,1756805685.1067727,1756805688.021718,2.914945363998413
1046,column_identification,1,1091,115,1206,1756805688.0229354,1756805689.814906,1.7919704914093018
1047,sql_generation,1,884,142,1026,1756805689.815332,1756805691.7681153,1.9527833461761475
1048,sql_execution,1,0,0,0,1756805691.768876,1756805692.4797099,0.7108337879180908
1049,rephrase_question,1,0,0,0,1756805798.9034054,1756805798.9044423,0.0010368824005126953
1050,intent_identification,1,749,72,821,1756805798.9046988,1756805801.7162445,2.8115456104278564
1051,column_identification,1,1094,115,1209,1756805801.7178044,1756805803.5014167,1.7836122512817383
1052,sql_generation,1,884,142,1026,1756805803.5026364,1756805805.4579198,1.9552834033966064
1053,sql_execution,1,0,0,0,1756805805.458654,1756805806.1184423,0.6597883701324463
1054,rephrase_question,1,0,0,0,1756805856.5475779,1756805856.5492785,0.0017006397247314453
1055,intent_identification,1,749,69,818,1756805856.5496943,1756805858.132908,1.5832138061523438
1056,column_identification,1,1091,115,1206,1756805858.1331944,1756805859.8607998,1.7276053428649902
1057,sql_generation,1,884,144,1028,1756805859.861453,1756805861.7143252,1.8528721332550049
1058,sql_execution,1,0,0,0,1756805861.714798,1756805862.1931038,0.4783058166503906
1059,rephrase_question,1,0,0,0,1756805929.900128,1756805929.9027297,0.0026018619537353516
1060,intent_identification,1,749,69,818,1756805929.9030259,1756805931.6706817,1.767655849456787
1061,column_identification,1,1091,115,1206,1756805931.671465,1756805933.4572093,1.7857444286346436
1062,sql_generation,1,884,136,1020,1756805933.4579375,1756805935.3743908,1.9164533615112305
1063,sql_execution,1,0,0,0,1756805935.3749545,1756805935.879417,0.504462480545044
1064,rephrase_question,1,0,0,0,1756805987.131381,1756805987.1328938,0.001512765884399414
1065,intent_identification,1,749,80,829,1756805987.13332,1756805988.7930596,1.6597394943237305
1066,column_identification,1,1091,115,1206,1756805988.7938082,1756805990.5181658,1.7243576049804688
1067,sql_generation,1,884,142,1026,1756805990.518913,1756805992.4048328,1.8859198093414307
1068,sql_execution,1,0,0,0,1756805992.4055517,1756805992.8874593,0.48190760612487793
1069,rephrase_question,1,0,0,0,1756806469.310958,1756806469.3133767,0.0024187564849853516
1070,intent_identification,1,731,69,800,1756806469.3138697,1756806472.2821977,2.9683279991149902
1071,column_identification,1,1073,100,1173,1756806472.2831047,1756806473.8777587,1.5946540832519531
1072,sql_generation,1,854,41,895,1756806473.878828,1756806474.9083655,1.0295374393463135
1073,sql_execution,1,0,0,0,1756806474.9093132,1756806476.4565935,1.5472803115844727
1074,rephrase_question,1,0,0,0,1756807270.3252919,1756807270.3262765,0.0009846687316894531
1075,intent_identification,1,731,46,777,1756807270.3269017,1756807271.592455,1.2655532360076904
1076,column_identification,1,1050,74,1124,1756807271.592791,1756807272.913149,1.3203580379486084
1077,sql_generation,1,795,31,826,1756807272.9144142,1756807273.7849052,0.8704910278320312
1078,sql_execution,1,0,0,0,1756807273.7857122,1756807274.2867851,0.501072883605957
1079,rephrase_question,1,0,0,0,1756808780.080173,1756808780.0813532,0.0011801719665527344
1080,intent_identification,1,731,46,777,1756808780.0815756,1756808781.534215,1.4526393413543701
1081,column_identification,1,1050,74,1124,1756808781.5347524,1756808782.8712232,1.3364708423614502
1082,sql_generation,1,795,31,826,1756808782.8719785,1756808783.7787142,0.9067356586456299
1083,sql_execution,1,0,0,0,1756808783.7792823,1756808785.76686,1.9875776767730713
1084,rephrase_question,1,0,0,0,1756808831.0267909,1756808831.0283659,0.0015749931335449219
1085,intent_identification,1,731,47,778,1756808831.0286639,1756808832.420817,1.392153024673462
1086,column_identification,1,1051,75,1126,1756808832.4215055,1756808833.7540066,1.3325011730194092
1087,sql_generation,1,797,39,836,1756808833.7542784,1756808834.6729856,0.9187071323394775
1088,sql_execution,1,0,0,0,1756808834.6734695,1756808836.4738786,1.8004090785980225
1089,rephrase_question,1,0,0,0,1756808869.240427,1756808869.2427003,0.0022733211517333984
1090,intent_identification,1,731,47,778,1756808869.2429397,1756808870.613699,1.3707592487335205
1091,column_identification,1,1051,79,1130,1756808870.6144571,1756808872.2546456,1.640188455581665
1092,sql_generation,1,800,32,832,1756808872.2555168,1756808873.1644077,0.908890962600708
1093,sql_execution,1,0,0,0,1756808873.1646645,1756808874.4219348,1.257270336151123
1094,rephrase_question,1,0,0,0,1756809018.6878974,1756809018.689162,0.0012645721435546875
1095,intent_identification,1,731,51,782,1756809018.6895645,1756809020.1181417,1.428577184677124
1096,column_identification,1,1046,69,1115,1756809020.118471,1756809021.4507086,1.332237720489502
1097,sql_generation,1,809,32,841,1756809021.4512272,1756809022.3722363,0.9210090637207031
1098,sql_execution,1,0,0,0,1756809022.3726842,1756809023.7186613,1.3459770679473877
1099,rephrase_question,1,0,0,0,1756809310.1059613,1756809310.1102862,0.004324913024902344
1100,intent_identification,1,731,47,778,1756809310.1106322,1756809311.8590286,1.748396396636963
1101,column_identification,1,1051,75,1126,1756809311.859731,1756809313.1868007,1.3270697593688965
1102,sql_generation,1,811,33,844,1756809313.187717,1756809314.1102436,0.9225265979766846
1103,sql_execution,1,0,0,0,1756809314.1109138,1756809315.3586836,1.247769832611084
1104,rephrase_question,1,0,0,0,1756809747.3123395,1756809747.3157716,0.003432035446166992
1105,intent_identification,1,731,47,778,1756809747.3200083,1756809750.2362738,2.9162654876708984
1106,column_identification,1,1051,75,1126,1756809750.2366402,1756809751.564763,1.328122854232788
1107,sql_generation,1,811,37,848,1756809751.5666597,1756809752.745513,1.1788532733917236
1108,sql_execution,1,0,0,0,1756809752.7469254,1756809754.7336564,1.9867310523986816
1109,rephrase_question,1,0,0,0,1756819381.7607129,1756819381.7626758,0.001962900161743164
1110,intent_identification,1,731,46,777,1756819381.7633085,1756819384.3449192,2.581610679626465
1111,column_identification,1,1050,74,1124,1756819384.3452988,1756819385.934839,1.5895402431488037
1112,sql_generation,1,809,31,840,1756819385.9351547,1756819386.8681011,0.9329464435577393
1113,sql_execution,1,0,0,0,1756819386.8689618,1756819387.345862,0.4769001007080078
1114,rephrase_question,1,0,0,0,1756820372.1568084,1756820372.1577609,0.0009524822235107422
1115,intent_identification,1,731,47,778,1756820372.1579187,1756820373.4718904,1.313971757888794
1116,column_identification,1,1051,75,1126,1756820373.4728093,1756820374.971661,1.4988517761230469
1117,sql_generation,1,813,32,845,1756820374.9727964,1756820375.898608,0.9258115291595459
1118,sql_execution,1,0,0,0,1756820375.8993583,1756820376.4314985,0.5321402549743652
1119,rephrase_question,1,0,0,0,1756880582.8775022,1756880582.8791878,0.0016856193542480469
1120,intent_identification,1,731,46,777,1756880582.8795657,1756880584.2064588,1.3268930912017822
1121,column_identification,1,1050,74,1124,1756880584.2071936,1756880585.6081781,1.400984525680542
1122,sql_generation,1,809,31,840,1756880585.608894,1756880586.441614,0.8327198028564453
1123,sql_execution,1,0,0,0,1756880586.4424174,1756880586.674204,0.23178672790527344
1124,rephrase_question,1,0,0,0,1756880994.1287417,1756880994.1314337,0.002691984176635742
1125,intent_identification,1,731,47,778,1756880994.1324987,1756880996.7975497,2.665050983428955
1126,column_identification,1,1051,75,1126,1756880996.7981822,1756880998.065816,1.2676336765289307
1127,sql_generation,1,813,37,850,1756880998.0665011,1756880998.987134,0.9206328392028809
1128,sql_execution,1,0,0,0,1756880998.987526,1756880999.1548731,0.16734719276428223
1129,rephrase_question,1,0,0,0,1756882175.0784948,1756882175.0799146,0.0014197826385498047
1130,intent_identification,1,731,70,801,1756882175.0804615,1756882176.7996254,1.7191638946533203
1131,column_identification,1,1074,95,1169,1756882176.8004923,1756882178.401635,1.6011426448822021
1132,sql_generation,1,856,36,892,1756882178.4074674,1756882179.4822652,1.0747978687286377
1133,sql_execution,1,0,0,0,1756882179.4830608,1756882179.8822522,0.39919137954711914
1134,rephrase_question,1,0,0,0,1756882269.776688,1756882269.777947,0.00125885009765625
1135,intent_identification,1,731,47,778,1756882269.7783647,1756882271.0601797,1.2818150520324707
1136,column_identification,1,1051,75,1126,1756882271.0613787,1756882272.512175,1.450796365737915
1137,sql_generation,1,812,31,843,1756882272.5148785,1756882273.4093308,0.8944523334503174
1138,sql_execution,1,0,0,0,1756882273.410207,1756882273.5636833,0.15347623825073242
1139,rephrase_question,1,0,0,0,1756883250.4250038,1756883250.4274213,0.0024175643920898438
1140,intent_identification,1,730,68,798,1756883250.4280007,1756883252.0849414,1.6569406986236572
1141,column_identification,1,1071,111,1182,1756883252.0854874,1756883253.748729,1.6632416248321533
1142,sql_generation,1,868,114,982,1756883253.7535331,1756883255.4055536,1.6520204544067383
1143,sql_execution,1,0,0,0,1756883255.4060266,1756883255.692997,0.2869703769683838
1144,rephrase_question,1,0,0,0,1756883391.608262,1756883391.6083922,0.00013017654418945312
1145,intent_identification,1,728,78,806,1756883391.6086874,1756883393.023455,1.4147675037384033
1146,column_identification,1,1068,110,1178,1756883393.0238621,1756883394.6933193,1.669457197189331
1147,sql_generation,1,866,64,930,1756883394.6979485,1756883396.0251937,1.3272452354431152
1148,sql_execution,1,0,0,0,1756883396.0262008,1756883396.1028552,0.07665443420410156
1149,rephrase_question,1,0,0,0,1756883454.0391152,1756883454.0434434,0.004328250885009766
1150,intent_identification,1,728,79,807,1756883454.0441694,1756883457.2290206,3.1848511695861816
1151,column_identification,1,1069,106,1175,1756883457.2294645,1756883459.5539963,2.3245317935943604
1152,sql_generation,1,863,124,987,1756883459.556306,1756883461.3506124,1.7943065166473389
1153,sql_execution,1,0,0,0,1756883461.351773,1756883461.513271,0.1614980697631836
1154,rephrase_question,1,0,0,0,1756883808.4421735,1756883808.4423656,0.00019216537475585938
1155,intent_identification,1,731,71,802,1756883808.4428232,1756883809.7684197,1.325596570968628
1156,column_identification,1,1075,110,1185,1756883809.7691898,1756883811.5247362,1.7555463314056396
1157,sql_generation,1,865,109,974,1756883811.5272632,1756883813.1055431,1.578279972076416
1158,sql_execution,1,0,0,0,1756883813.1064215,1756883813.1407094,0.03428792953491211
1159,rephrase_question,1,0,0,0,1756883925.6460714,1756883925.6461868,0.00011539459228515625
1160,intent_identification,1,731,68,799,1756883925.6466265,1756883926.9253466,1.2787201404571533
1161,column_identification,1,1072,110,1182,1756883926.9259923,1756883928.5108528,1.5848605632781982
1162,sql_generation,1,865,106,971,1756883928.5180302,1756883930.124026,1.6059958934783936
1163,sql_execution,1,0,0,0,1756883930.1247816,1756883930.1641867,0.039405107498168945
1164,rephrase_question,1,0,0,0,1756992438.1077993,1756992438.1107955,0.002996206283569336
1165,intent_identification,1,735,79,814,1756992438.1107955,1756992441.006683,2.895887613296509
1166,column_identification,1,1076,115,1191,1756992441.006683,1756992442.7956254,1.7889423370361328
1167,sql_generation,1,1180,95,1275,1756992442.8011587,1756992444.4956846,1.694525957107544
1168,sql_execution,1,0,0,0,1756992444.4956846,1756992445.1259577,0.6302731037139893
1169,rephrase_question,1,0,0,0,1756992700.675647,1756992700.675647,0.0
1170,intent_identification,1,735,69,804,1756992700.675647,1756992702.456852,1.7812049388885498
1171,column_identification,1,1077,112,1189,1756992702.456852,1756992704.2567968,1.7999448776245117
1172,sql_generation,1,1181,75,1256,1756992704.2597318,1756992705.535589,1.2758572101593018
1173,sql_execution,1,0,0,0,1756992705.5512943,1756992705.9566047,0.40531039237976074
1174,rephrase_question,1,0,0,0,1756993501.0629833,1756993501.0657623,0.0027790069580078125
1175,intent_identification,1,735,69,804,1756993501.0657623,1756993502.8067057,1.740943431854248
1176,column_identification,1,1077,116,1193,1756993502.8067057,1756993504.612825,1.8061192035675049
1177,sql_generation,1,1181,86,1267,1756993504.62915,1756993506.280362,1.6512119770050049
1178,sql_execution,1,0,0,0,1756993506.280362,1756993508.260171,1.979809045791626
1179,rephrase_question,1,0,0,0,1757061279.5204818,1757061279.5204818,0.0
1180,intent_identification,1,735,80,815,1757061279.5204818,1757061282.8534307,3.332948923110962
1181,column_identification,1,1077,116,1193,1757061282.8534307,1757061284.70149,1.8480591773986816
1182,sql_generation,1,1181,75,1256,1757061284.7052984,1757061286.0388029,1.3335044384002686
1183,sql_execution,1,0,0,0,1757061286.0388029,1757061287.3549654,1.3161625862121582
1184,rephrase_question,1,0,0,0,1757073716.8149335,1757073716.821662,0.006728410720825195
1185,intent_identification,1,735,79,814,1757073716.8225925,1757073720.0237362,3.201143741607666
1186,column_identification,1,1076,111,1187,1757073720.0237362,1757073721.7862182,1.762481927871704
1187,sql_generation,1,1180,55,1235,1757073721.7862182,1757073723.768004,1.981785774230957
1188,sql_execution,1,0,0,0,1757073723.768004,1757073724.2988946,0.530890703201294
1189,rephrase_question,1,0,0,0,1757073752.928285,1757073752.928285,0.0
1190,intent_identification,1,738,80,818,1757073752.928285,1757073754.2944176,1.3661327362060547
1191,column_identification,1,1081,115,1196,1757073754.2944176,1757073756.1253016,1.8308839797973633
1192,sql_generation,1,1185,141,1326,1757073756.1260674,1757073758.085821,1.9597535133361816
1193,sql_execution,1,0,0,0,1757073758.0867715,1757073758.3505275,0.26375603675842285
1194,rephrase_question,1,0,0,0,1757073815.9755697,1757073815.9755697,0.0
1195,intent_identification,1,738,69,807,1757073815.9755697,1757073817.326157,1.3505873680114746
1196,column_identification,1,1081,115,1196,1757073817.326157,1757073819.3893743,2.0632171630859375
1197,sql_generation,1,1185,126,1311,1757073819.390827,1757073821.1973798,1.8065528869628906
1198,sql_execution,1,0,0,0,1757073821.2024362,1757073821.487024,0.2845878601074219
1199,rephrase_question,1,0,0,0,1757074049.8190591,1757074049.820118,0.001058816909790039
1200,intent_identification,1,739,80,819,1757074049.8211331,1757074051.5875943,1.7664611339569092
1201,column_identification,1,1082,115,1197,1757074051.5875943,1757074053.3340113,1.7464170455932617
1202,sql_generation,1,1186,142,1328,1757074053.3340113,1757074055.221185,1.8871736526489258
1203,sql_execution,1,0,0,0,1757074055.2221794,1757074055.8607802,0.6386008262634277
1204,rephrase_question,1,0,0,0,1757074160.2406075,1757074160.2406075,0.0
1205,intent_identification,1,736,69,805,1757074160.2406075,1757074161.5596611,1.3190536499023438
1206,column_identification,1,1079,115,1194,1757074161.5596611,1757074163.59281,2.033148765563965
1207,sql_generation,1,1183,135,1318,1757074163.59281,1757074165.422901,1.8300909996032715
1208,sql_execution,1,0,0,0,1757074165.422901,1757074165.704488,0.2815871238708496
1209,rephrase_question,1,0,0,0,1757164423.5752118,1757164423.5752118,0.0
1210,intent_identification,1,736,69,805,1757164423.5752118,1757164426.7612274,3.1860156059265137
1211,column_identification,1,1079,115,1194,1757164426.7612274,1757164428.7108023,1.9495749473571777
1212,sql_generation,1,1183,118,1301,1757164428.7108023,1757164431.1850884,2.4742860794067383
1213,sql_execution,1,0,0,0,1757164431.1850884,1757164432.0373695,0.8522810935974121
1214,rephrase_question,1,0,0,0,1757164503.09006,1757164503.09006,0.0
1215,intent_identification,1,738,69,807,1757164503.09006,1757164504.4738617,1.3838016986846924
1216,column_identification,1,1081,115,1196,1757164504.4738617,1757164506.4071887,1.9333269596099854
1217,sql_generation,1,1185,74,1259,1757164506.4071887,1757164508.4514403,2.0442516803741455
1218,sql_execution,1,0,0,0,1757164508.4514403,1757164508.5534587,0.10201835632324219
1219,rephrase_question,1,0,0,0,1757164576.6783066,1757164576.6783066,0.0
1220,intent_identification,1,738,80,818,1757164576.6783066,1757164578.2960637,1.6177570819854736
1221,column_identification,1,1081,115,1196,1757164578.2960637,1757164580.0805757,1.7845120429992676
1222,sql_generation,1,1185,115,1300,1757164580.0805757,1757164584.582138,4.5015623569488525
1223,sql_execution,1,0,0,0,1757164584.582138,1757164584.822596,0.24045801162719727
1224,rephrase_question,1,0,0,0,1757165747.1690595,1757165747.1803384,0.011278867721557617
1225,intent_identification,1,738,80,818,1757165747.1803384,1757165749.0318618,1.8515233993530273
1226,column_identification,1,1081,115,1196,1757165749.0318618,1757165750.7680912,1.736229419708252
1227,sql_generation,1,1223,130,1353,1757165750.7680912,1757165753.5308774,2.7627861499786377
1228,sql_execution,1,0,0,0,1757165753.5381358,1757165756.29382,2.7556841373443604
1229,rephrase_question,1,0,0,0,1757165922.783272,1757165922.783272,0.0
1230,intent_identification,1,739,69,808,1757165922.783272,1757165924.1448474,1.3615753650665283
1231,column_identification,1,1082,119,1201,1757165924.1448474,1757165925.8963187,1.7514712810516357
1232,sql_generation,1,1224,129,1353,1757165925.8999825,1757165928.393692,2.4937095642089844
1233,sql_execution,1,0,0,0,1757165928.393692,1757165928.6897802,0.29608821868896484
1234,rephrase_question,1,0,0,0,1757165972.3555624,1757165972.3555624,0.0
1235,intent_identification,1,740,80,820,1757165972.3555624,1757165973.8968065,1.5412440299987793
1236,column_identification,1,1083,115,1198,1757165973.8968065,1757165975.594067,1.6972606182098389
1237,sql_generation,1,1225,136,1361,1757165975.594067,1757165978.0260673,2.432000160217285
1238,sql_execution,1,0,0,0,1757165978.0260673,1757165978.3347595,0.30869221687316895
1239,rephrase_question,1,0,0,0,1757166074.4521444,1757166074.4521444,0.0
1240,intent_identification,1,740,80,820,1757166074.4521444,1757166075.7974591,1.3453147411346436
1241,column_identification,1,1083,115,1198,1757166075.7974591,1757166077.5281086,1.730649471282959
1242,sql_generation,1,1225,165,1390,1757166077.5305629,1757166080.192604,2.662041187286377
1243,sql_execution,1,0,0,0,1757166080.192604,1757166080.6971445,0.5045404434204102
1244,rephrase_question,1,0,0,0,1757166121.9498615,1757166121.9498615,0.0
1245,intent_identification,1,739,69,808,1757166121.9498615,1757166123.30166,1.3517985343933105
1246,column_identification,1,1082,115,1197,1757166123.30166,1757166125.7921677,2.4905076026916504
1247,sql_generation,1,1224,118,1342,1757166125.7921677,1757166128.2086492,2.4164814949035645
1248,sql_execution,1,0,0,0,1757166128.2086492,1757166128.661449,0.45279979705810547
1249,rephrase_question,1,0,0,0,1757166376.1685498,1757166376.1685498,0.0
1250,intent_identification,1,738,80,818,1757166376.1685498,1757166378.2118032,2.0432534217834473
1251,column_identification,1,1081,115,1196,1757166378.2118032,1757166379.9146926,1.7028894424438477
1252,sql_generation,1,1326,149,1475,1757166379.9146926,1757166382.4794834,2.564790725708008
1253,sql_execution,1,0,0,0,1757166382.4794834,1757166385.341733,2.8622496128082275
1254,rephrase_question,1,0,0,0,1757166395.6829174,1757166395.6829174,0.0
1255,intent_identification,1,738,69,807,1757166395.6910396,1757166397.1161036,1.4250640869140625
1256,column_identification,1,1081,115,1196,1757166397.1161036,1757166398.962977,1.8468732833862305
1257,sql_generation,1,1326,157,1483,1757166398.962977,1757166401.9633706,3.0003936290740967
1258,sql_execution,1,0,0,0,1757166401.9688082,1757166402.277454,0.30864572525024414
1259,rephrase_question,1,0,0,0,1757166411.2009194,1757166411.2009194,0.0
1260,intent_identification,1,739,69,808,1757166411.2009194,1757166412.6807253,1.4798059463500977
1261,column_identification,1,1082,115,1197,1757166412.6807253,1757166414.524197,1.8434717655181885
1262,sql_generation,1,1327,157,1484,1757166414.524197,1757166417.317252,2.7930548191070557
1263,sql_execution,1,0,0,0,1757166417.318104,1757166417.6092257,0.2911217212677002
1264,rephrase_question,1,0,0,0,1757306495.7696435,1757306495.7704926,0.0008490085601806641
1265,intent_identification,1,743,47,790,1757306495.7704926,1757306498.3628616,2.5923690795898438
1266,column_identification,1,1063,87,1150,1757306498.3628616,1757306499.772486,1.4096243381500244
1267,sql_generation,1,1279,117,1396,1757306499.772486,1757306502.9218216,3.1493356227874756
1268,sql_execution,1,0,0,0,1757306502.9218216,1757306503.7307754,0.8089537620544434
1269,rephrase_question,1,0,0,0,1757307896.790859,1757307896.790859,0.0
1270,intent_identification,1,743,57,800,1757307896.790859,1757307898.1900375,1.3991785049438477
1271,column_identification,1,1063,87,1150,1757307898.1900375,1757307899.6221101,1.432072639465332
1272,sql_generation,1,1279,116,1395,1757307899.6221101,1757307902.1380906,2.5159804821014404
1273,sql_execution,1,0,0,0,1757307902.1380906,1757307902.57097,0.4328794479370117
1274,rephrase_question,1,0,0,0,1757326606.554639,1757326606.554639,0.0
1275,intent_identification,1,739,84,823,1757326606.554639,1757326608.868358,2.313718795776367
1276,column_identification,1,1084,123,1207,1757326608.868358,1757326610.951508,2.0831501483917236
1277,sql_generation,1,1329,170,1499,1757326610.951508,1757326615.1640146,4.212506532669067
1278,sql_execution,1,0,0,0,1757326615.1640146,1757326615.7713287,0.6073141098022461
1279,rephrase_question,1,0,0,0,1757394720.8027494,1757394720.8027494,0.0
